PLACE_NM,GUGUN_NM,TRRSRT_LA,TRRSRT_LO,TRRSRT_ROAD_NM_ADDR,TEL_NO,GRP_NM,SEASON_NM,IEM_NM,CL_NM,ETC_CN
동아대석당박물관,서구,35.10497,129.01926,부산광역시 서구 구덕로 225,0512008493,"가족,아이,커플,친구,혼자",사계절,"역사,문화",도시,"선사시대부터 근대에 이르기까지, 다른 어떤 박물관보다 전시 스펙트럼이 넓은 석당박물관. 부산이 간직한 역사, 나아가 대한민국이 간직한 유구한 문화를 만나보기에 더없이 좋은 장소다."
국립부산과학관,기장군,35.20468,129.2127,부산광역시 기장군 기장읍 동부산관광6로 59,0517502300,"가족,부모,아이",사계절,체험,기타,"상설전시관 외에도 다양한 주제로 만나볼 수 있는 기획전시와 교육프로그램도 있어 늘 새로운 이 곳. 어린이에게는 더 큰 상상력을, 어른에게는 동심을 떠올리게 해주는 과학의 배, 국립부산과학관에 타 보자."
복천박물관,동래구,35.208885,129.09116,부산광역시 동래구 복천로 63,0515544263,"부모,아이,커플,친구,혼자",사계절,"역사,문화",도시,"복천동의 오래된 주택가 재개발 지역에서 그보다 훨씬 더 오래된 가야시대 무덤 40기가 발견되었다. 도굴의 흔적이 없는 완벽한 가야 왕국의 고분으로 금동관, 토기, 갑옷, 투구 등 수많은 유물이 출토되었다. 가야의 뛰어난 철기문화를 알려주는 유물과 다양한 무덤의 형태가 복천박물관에 전시되어 있다."
뮤지엄다,해운대구,35.171303,129.12901,부산광역시 해운대구 센텀서로 20,0517313302,"가족,부모,아이,커플,친구,혼자",사계절,문화,기타,"미술관하면 ‘정숙’이라는 단어가 먼저 떠오를지도 모르겠다. 하지만 이 미술관에서는 전시장 바닥에 핀 형형색색의 꽃 위로 껑충껑충 뛰어다니는 아이들이다. 일방적으로 보는 미술관이 아닌 내가 곧 미술작품이 되는 곳, 미디어 미술관 뮤지엄다로 가보자."
F1963,수영구,35.17693,129.11493,부산광역시 수영구 구락로123번길 20,0517561963,"가족,부모,아이,커플,친구,혼자",사계절,문화,도시,"F1963은 다양한 볼거리와 즐길거리가 있고, 자연과 더불어 전시, 공연까지 한 곳에서 향유할 수 있는 복합문화공간이다. 큰 규모의 중고서점, 분위기 있는 카페와 레스토랑, 갤러리, 허브가든, 대나무 숲길이 도심의 일상을 즐겁게 해준다."
중앙공원,중구,35.112125,129.02792,부산광역시 서구 망양로 193번길 187,0518607800,"부모,아이,커플,친구,혼자",사계절,"자연,공원","산,도시","혼란스러운 역사의 중심에서 나라를 구하기 위해, 또 민주주의를 수호하기 위해, 끊임없이 저항한 위대한 부산시민의 넋. 호국용사와 민주영령의 살아있는 정신이 고스란히 전해지는 이곳은 중앙공원?민주공원이다."
백양산,부산진구,35.182827,129.02196,부산광역시 부산진구 당감동,0516054000,"아이,커플,친구,혼자","봄,여름,가을","자연,걷기",산,산을 좋아하는 이들이 더욱 사랑하는 백양산. 부산에서 만날 수 있는 아름다운 풍경과 산이 주는 기쁨을 누리기에 더없이 좋은 곳이다.
유엔기념공원,남구,35.1277,129.09775,부산광역시 남구 유엔평화로 93,0516250625,"아이,커플,친구,혼자",사계절,"역사,문화,공원",도시,"6월 호국보훈의 달이면 꽃들이 이곳으로 모여든다. 그 꽃은 한국전쟁 전사자들을 기억하는 꽃이자, 전쟁 없는 평화를 염원하는 마음이다."
부산박물관,남구,35.12957,129.09451,부산광역시 남구 유엔평화로 63,0516107111,"가족,아이,커플,친구,혼자",사계절,"역사,문화",도시,"수 천 년의 시간을 관통하고 있는 부산박물관. 아이들에게는 교과서 밖의 역사를, 어른들에게는 부산의 역사가 간직한 시간의 무게를 경험하게 해줄 특별한 공간이 될 것이다."
부산시립미술관,해운대구,35.16702,129.1369,부산광역시 해운대구 APEC로 58,0517442602,"가족,부모,아이,커플,친구,혼자",사계절,문화,도시,"대형?소형 전시실, 로비전시실, 옥외전시실, 어린이미술관, 이우환공간, 카페테리아 등을 갖춘 복합문화공간이다. 다양한 현대미술작품을 발굴하여 전시하고 있으며, 다채로운 문화행사와 체험프로그램도 운영한다."
영화의 전당,해운대구,35.171055,129.12703,부산광역시 해운대구 수영강변대로 120,0517806000,"가족,부모,아이,커플,친구,혼자",사계절,문화,도시,"아시아를 넘어 세계적으로 인정받는 부산국제영화제, 부산이 영화의 도시라 불리는 가장 큰 이유다. 그리고 또 하나, 빅루프의 LED조명과 함께 부산의 랜드마크가 된 영화의 전당이 있다. 영화제 기간에는 개?폐막식 등 중요 행사가 진행되고, 평상시에는 영화와 공연을 즐길 수 있는 복합문화공간이 된다. 저렴한 관람료에 최고의 영상과 음향을 자랑한다."
벡스코,해운대구,35.169247,129.13628,부산광역시 해운대구 APEC로 55,0517407300,"가족,부모,아이,커플,친구,혼자",사계절,문화,도시,부산에서 제법 규모가 있는 행사나 박람회는 모두 이곳에서 열린다. 바로 국제적인 규모를 자랑하는 전시컨벤션센터 벡스코(BEXCO)다. 체험 형태의 전시 뿐 아니라 다양한 문화공연과 행사가 365일 펼쳐지는 곳이다. 전체 행사일정을 미리 확인하여 사전등록을 신청하면 관람료가 무료이거나 훨씬 저렴해진다.
석불사,북구,35.221504,129.04861,부산광역시 북구 만덕고개길 143-79,0513321690,"부모,아이,커플,친구,혼자",사계절,"역사,문화",산,"석불사는 사찰 자체가 간직한 경치도 무척 아름답지만 이곳에 도달하기까지 걷게 되는 조용한 풍경 또한 여행자에게 ‘걷기 좋은 길’이라는 느낌을 선사한다. 도시의 갑갑함을 잠시 벗어나 고즈넉한 산사의 풍경과 휴식을 취하고 싶은 이라면, 석불사로의 산책만한 것이 없다."
성지곡수원지,부산진구,35.187065,129.04105,부산 부산진구 새싹로 295,0518607848,"친구,혼자","봄,여름,가을","자연,공원,걷기",산,"성지곡수원지 둘레길은 가벼운 운동을 위한 산책길, 연인들의 데이트 코스, 가족나들이 장소 등 어느 하나 어울리지 않은 데가 없다. 눈과 귀를 열고 자연을 즐기며 천천히 길을 따라 걷다보면 분명 이 호수가 갖고 있는 진짜 매력을 발견하게 될 거다."
어린이대공원,부산진구,35.184998,129.04153,부산광역시 부산진구 새싹로 295,0518607848,"아이,커플,친구,혼자",사계절,"자연,공원","산,도시","우거진 숲속엔 꼬마 아이들도 쉽게 걸을 수 있는 산책로가 있고, 나무 사이사이 피크닉을 즐길 수 있는 야외테이블도 자리한다. 계곡 따라 흐르는 시원한 물소리 들으며 가족과 함께 자연이 전해주는 치유의 시간을 즐겨보자."
민주공원,중구,35.112125,129.02792,부산광역시시 중구 민주공원길 19,0517907400,"부모,아이,커플,친구,혼자",사계절,"자연,공원","산,도시","혼란스러운 역사의 중심에서 나라를 구하기 위해, 또 민주주의를 수호하기 위해, 끊임없이 저항한 위대한 부산시민의 넋. 호국용사와 민주영령의 살아있는 정신이 고스란히 전해지는 이곳은 중앙공원?민주공원이다."
유엔평화기념관,남구,35.1277,129.09775,부산광역시 남구 홍곡로320번길 106,0519011400,"아이,커플,친구,혼자",사계절,"역사,문화,공원",도시,"유엔기념공원과 멀지 않은 곳에 유엔평화기념관이 자리하고 있다. 사정없는 포화 속에 몇 년간 반복된 한국전쟁, 마침내 정전협정으로 평화를 얻기까지의 역사가 사실적으로 전시되어 있다. 평화의 의미를 되새기며 함께 공존하는 미래에 대해 생각해보는 유익한 공간이다."
국립일제강제동원역사관,남구,35.124355,129.09192,부산광역시 남구 홍곡로320번길 100,0516298600,"가족,커플,친구,혼자",사계절,"역사,문화",도시,열악한 작업환경에서 무리한 강제노동에 시달리던 수많은 조선인이 작업 중 사망하거나 행방불명되었다. 유해를 찾은 분도 있지만 대부분은 수습되지 못하고 아직까지 머나먼 타국에 있다. 그분들의 넋을 기리고 평안히 잠드시길 빌어보자.
장안사,기장군,35.374046,129.23288,부산광역시 기장군 장안읍 장안로 482,0517272393,"가족,부모,아이,커플,친구,혼자",사계절,문화,산,"장안사는 계절에 따라 다른 매력을 느낄 수 있는 사찰이다. 장안사를 감싸고 있는 불광산이 계절에 따라 색을 바꾸고, 이때 마다 장안사는 새로운 빛깔로 물들며 사시사철 다른 이야기를 전해주는 것만 같다."
힐튼부산 이터널저니,기장군,35.197235,129.22784,부산광역시 기장군 기장읍 기장해안로 268-31,0516047000,"가족,부모,아이,커플,친구",사계절,문화,바다,"책 속으로 떠나는 여행. 빡빡한 일상에 지쳐갈 때, 여유로운 휴식과 지적인 즐거움을 충족시켜줄 이터널저니. 이곳에서 만큼은 ‘북캉스’를 사계절 내내 즐길 수 있을 것 같다. 다양한 테마가 있는 서가를 보고 있노라면 자신도 몰랐던 나만의 취향을 발견할 수도 있으니 말이다."
삼광사,부산진구,35.175694,129.04338,부산광역시 부산진구 초읍천로43번길 77,0518087111,"가족,커플,친구,혼자",사계절,문화,산,부처님 오신날이면 삼광사 연등축제의 장관을 꼭 담아봐야 한다. 형형색색의 연등이 산자락을 타고 불을 밝히는 5월엔 세상 그 어디보다 가장 빛나는 삼광사를 찾아가보자.
선암사,부산진구,35.176968,129.02771,부산광역시 부산진구 백양산로 138,0518037573,"부모,아이,커플,친구,혼자",사계절,"역사,문화",산,조용하고 한적한 경내에서는 저절로 목소리를 낮추게 된다. 세월이 묻어나는 범종각이 방문객을 맞이한다. 용머리를 가진 커다란 목어가 참된 나를 돌아보라 하는 듯하다. 그나저나 아담한 삼층석탑은 무슨 사연이 있기에 지붕모양 옥개석만 남았을까. 햇살 좋고 하늘 높은 날엔 혼자여도 충만해지는 선암사가 참 좋다.
B4291,중구,35.096855,129.03468,부산광역시 중구 용미길10번길 1,0512564291,"가족,부모,아이,친구,혼자",사계절,문화,도시,"비어있던 건어물 위판장이 복합문화공간으로 변모했다. 남포동 건어물 도매시장 내 B4291이 바로 그것. 1층엔 남포조인트마켓과 B.archive가, 2층에는 커피를 직접 로스팅하는 카페가 입점해 있다."
사직야구장,동래구,35.194107,129.06151,부산광역시 동래구 사직로 45,0515909000,"가족,부모,아이,커플,친구","봄,여름,가을",문화,도시,"부산사람들의 열정과 에너지, 그리고 여유와 낭만까지 만나볼 수 있는 ‘작은 부산’ 사직야구장으로 여러분을 초대한다."
홍법사,금정구,35.30372,129.11032,부산 금정구 두구로33번길 202,0515080345,"부모,커플,친구,혼자",사계절,"자연,역사,문화",산,"한국에서 가장 큰 좌불상이 부산에 있다는 사실, 알고 계셨나요? 홍법사에 있는 이 거대한 불상은 거대한 모습으로 방문객을 맞이합니다. 사원에 들어서면 공원처럼 잘 가꾸어진 잔디가 눈에 띈다. 사찰의 독특한 점 중 하나는 구조가 일반적인 불교 사찰과 같은 특이한 느낌을 준다는 것입니다. 이 정도의 조화로운 아름다움을 지닌 정원을 가진 불교 사원은 많지 않습니다. 한국의 대부분의 사찰은 산이나 가파른 경사면에 자리 잡고 있습니다. 홍법사는 평지에 세워져 있어 비교적 쉽게 방문할 수 있다는 점을 제외하면. 맑은 공기가 통하는 홍법사의 자연정원은 누구나 한번쯤은 가보고 싶은 숨은 보석이다."
아미산둘레길,사하구,35.066406,128.96764,부산 사하구 다대낙조2길 77,0512656863,"부모,아이,커플,친구,혼자",사계절,"자연,걷기",산,"아미산은 부산시 사하구 다대포해수욕장 인근에 위치하고 있습니다. 어메이산 트레일은 모든 어메이산 하이킹 코스를 연결하는 산림 간 트레일이며 총 길이는 약 9km입니다. 무성한 나무, 장엄한 일몰 및 아름다운 강 전망이 있습니다. 주말마다 많은 시민들이 휴식과 재충전을 위해 찾아옵니다."
만덕고개누리길전망데크,북구,35.21414,129.05618,부산광역시 동래구 온천동 산153-8,0515506401,"가족,커플,친구",사계절,"자연,공원,걷기",산,"산이 많은 도시 부산. 동래구와 금정구, 북구에 넓게 걸쳐 있는 금정산은 부산의 여러 산 중에서도 맏형이다. 해발 800m 고당봉을 중심으로 산등성이가 부산 중심부로 이어지면서 부산의 근간을 이룬다. 사방에 4개의 성문을 가진 금정산성이 있고 신라 고찰인 범어사를 품고 있다. 만덕고개길은 금정산 남쪽에 위치한 옛길이다. 만덕터널이 생기기 전 동래와 구포를 이어주던 유일한 길이다. 상인들이 보따리 짐을 지고 동래장과 구포장을 오가던 산길이라 도적떼가 많았던 모양이다. 만 명이 무리를 지어 올라가야 도적을 피할 수 있다는 뜻으로 '만능 고개'라 불렀다는 전설이 있다. 지금의 '만덕고개'가 '만능 고개'에서 비롯됐다고 전해진다. 만덕고개길 아래로 터널이 2개나 뚫리고 지하철까지 놓이면서 이제는 굳이 오를 필요가 없어진 길"
범어사 문화체험 누리길,금정구,35.28345,129.06883,부산 금정구 청룡동 543,0515083122,"가족,부모,아이,커플,친구,혼자",사계절,"자연,문화,걷기",산,"사찰 처마에 매달린 차임은 바람에 흔들리고 그 소리는 맑고 은빛으로 사람을 위로한다. 따라서 이 사원은 마음을 진정시킬 수 있습니다. 범어사 트레일에서 가족, 친구와 함께 무더운 여름을 피하세요! 일생에 한 번뿐인 경험이 될 것입니다."
삼포해안길,해운대구,35.16001,129.17104,부산 해운대구 중동 948-1,0517015548,"가족,무보,아이,커플,친구,혼자",사계절,걷기,바다,"삼포해안길은 부산 대표 포구 미포, 청사포, 구덕포를 연이어 따라 걷는다해 이름 붙었다. 바쁜 일상을 잠시 내려놓고 느리게 걷다보면 탁 트인 바다풍경에 절로 위로를 받을 수 있을 거다."
치유의 숲,기장군,35.26962,129.12956,부산광역시 기장군 철마면 철마천로 101,0519762831,"가족,아이,커플,친구,혼자","봄,여름,가을","자연,걷기",산,"부산 치유의 숲은 부산 기장군에 위치한 부산 최초의 힐링숲으로 산림체조, 호흡, 명상 등 다양한 산림치유사업을 운영하고 있습니다. 치유의 숲은 몸과 마음을 치유하기 위해 산책이나 하이킹을 즐기기에도 좋은 곳입니다."
해운대수목원,해운대구,35.22992,129.1327,부산광역시 해운대구 석대동 26,0518887131,"가족,부모,아이,커플",사계절,"자연,걷기",산,"바람에 실려 오는 허브의 미향이 피톤치드와 잘 어울린다. 잠시 멈춰 청량감 가득한 자연 테라피를 마음껏 즐겨보자. 이름을 알 수 없는 각양각색의 허브와 야생화는 일상에 지친 마음에 위로를 건넨다. 바람에 스치는 나뭇잎 소리, 새들의 지저귐, 가까이 들리는 풀벌레 소리가 심신의 안정을 돕는다. 어쩌면 이리도 평화로울까…"
부산도서관,사상구,35.172737,128.98526,부산광역시 사상구 사상로310번길 33,0513105400,"아이,커플,친구,혼자",사계절,문화,도시,"동심의 세계를 마음껏 펼칠 수 있는 공간 꿈뜨락어린이실은 1층 별관에 자리하고 있습니다. 동화책, 그림책, 어린이 신문, 체험형 동화구연 등을 갖춘 유아?어린이 전용 도서관입니다. 바닥에서 편하게 책을 읽을 수 있는 넓은 공간과 2층 다락방까지, 아이들을 위한 딱 맞춤형 공간이랍니다."
기장 달음산 자연휴양림,기장군,35.30242,129.18535,부산광역시 기장군 일광면 화용길 299-106,0517223023,"가족,부모,아이,커플,친구",사계절,자연,산,"자연은 몸과 마음의 안정을 위한 최적의 휴식공간입니다. 자연 속 힐링 여행, 달음산 자연휴양림으로 떠나봅시다!"
기장 도예 관광 힐링촌 테마숲,기장군,35.360134,129.23999,부산광역시 기장군 장안읍 기룡리 산120,0517280993,"부모,아이,커플,친구,혼자","봄,여름,가을",자연,산,아이에게 안데르센 동화 이야기를 들려주고 싶으신가요? 그렇다면 기장 도예 관광 힐링촌 테마숲에서 동화 속 주인공을 직접 만나보세요~!
해동용궁사,기장군,35.188583,129.22346,부산광역시 기장군 기장읍 용궁길 86,0517227744,"친구,혼자","봄,여름,가을","자연,역사,문화",바다,경내로 향하는 길목에서 제일 먼저 만나게 되는 십이지신상은 여행객들에게 자신이 태어난 해의 동물을 찾아 함께 사진을 찍는 재미를 안겨주는 곳이다. 십이지신은 열두 방위의 땅을 지키며 잡귀의 침범을 막고 인간의 오복을 빌어주는 수호신과도 같다. 일주문을 지나 송림 사이로 이어진 108계단에 들어서면 마침내 푸른 바다를 품은 해동용궁사와 만나게 된다. 사찰과 연결된 용문교 위에서는 많은 방문자들이 동전을 던지며 소원을 비는 광경을 자주 목격하게 되는데 이는 간절히 빌면 한 가지 소원은 꼭 이뤄준다는 용궁사의 영험함 때문이다.
부산프리미엄아울렛,기장군,35.323696,129.23563,부산광역시 기장군 장안읍 정관로 1133,16444001,"아이,커플,친구,혼자",사계절,쇼핑,도시,"부산 프리미엄 아울렛에 들어서면 이탈리아의 어느 활기찬 골목을 연상시키는 건축양식이 먼저 시선을 사로잡는다. 1층 중앙광장의 분수대를 기준으로 로우 스트리트(Low Street), 미들 스트리트(Middle Street), 하이 스트리트(High Street)가 고풍스런 계단으로 연결되고, 180여 개의 국내외 유명 브랜드가 입점해 있어 이국적인 쇼핑을 경험하려는 사람들의 관심을 한 몸에 받고 있다. 아이들을 위한 놀이시설과 전문 식당가도 갖추고 있어 쇼핑과 레저, 문화를 동시에 즐길 수 있는 복합공간으로 자리매김 하였다."
신세계백화점 센텀시티점,해운대구,35.168625,129.12907,부산광역시 해운대구 센텀남대로 35 / 센텀4로 15,15881234,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,"해운대 센텀시티에 위치한 신세계 백화점은 만남과 휴식을 테마로 하는 편안한 쇼핑공간을 지향한다. 외국인을 위한 환전, 통역, 세금환급 서비스 등을 제공해 글로벌 쇼핑의 편리함도 추구한다."
롯데백화점 센텀시티점,해운대구,35.169735,129.13115,부산광역시 해운대구 센텀남대로 59,15770001,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,부산본점을 비롯하여 시내 주요 지역에 3개의 지점이 운영 중이다. 모든 지점이 교통의 요지에 위치하여 관광과 쇼핑의 편리함을 충족시킨다.
롯데백화점 광복점,중구,35.098164,129.03685,부산광역시 중구 중앙대로 2,0516782500,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,부산본점을 비롯하여 시내 주요 지역에 3개의 지점이 운영 중이다. 모든 지점이 교통의 요지에 위치하여 관광과 쇼핑의 편리함을 충족시킨다.
국제시장,중구,35.101543,129.02809,부산광역시 중구 중구로 32,0512457389,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,기타,"국제시장은 한국전쟁 이후 미군 군수품을 비롯한 온갖 물자들이 피란수도였던 부산으로 몰려들면서 생긴 시장이다. 바로 옆에 붙어있는 부평깡통시장, 자갈치시장, 보수동책방골목 등과 함께 ‘부산 원조 초거대 상권’ 이라고 할 수 있는 국제시장은 영화 ‘국제시장’의 흥행과 함께 제 2의 전성기를 맞았다."
현대백화점 부산점,동구,35.141224,129.05864,부산광역시 동구 범일로 125,0516672233,"가족,부모,아이,커플,친구",사계절,쇼핑,도시,1995년 개점하여 부산의 대표적인 명품 백화점으로 자리매김하였다. 2019년 대대적인 리뉴얼공사를 진행함으로써 쾌적한 쇼핑환경 제공은 물론 고객친화적 공간으로 새롭게 탈바꿈하였다. 고객을 위한 편의시설이 잘 마련되어 있고 그에 걸맞은 고품격 서비스로 고객들의 만족을 추구한다.
롯데면세점 김해공항점,강서구,35.173695,128.94626,부산광역시 강서구 공항진입로 108 김해공항 국제청사 2층,0519791900,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,100여개의 다양한 브랜드가 입점해 있어 김해공항을 이용하는 여행자들에게 즐거운 면세 쇼핑을 제공한다.
부산면세점 용두산점,중구,35.101048,129.03249,부산광역시 중구 용두산길 37-55,0514601900,"가족,부모,아이,커플,친구",사계절,쇼핑,도시,"용두산공원 부산타워에 위치한 부산면세점은 남포동, 국제시장 등 시내 주요 관광지와 근접해 있어 편리한 면세점 이용이 가능하며, 특히 부산만의 특화된 브랜드를 구입할 수 있는 면세점이다."
신세계면세점 부산점,해운대구,35.169636,129.12808,부산광역시 해운대구 센텀4로 15 신세계 센텀시티몰 B1/1F,16618778,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,부산의 관광휴양지 해운대 센텀시티에 위치해 해운대를 비롯한 동부산권 인기 관광지를 구경하며 럭셔리한 면세쇼핑을 즐길 수 있다.
동래시장,동래구,35.20391,129.08588,부산광역시 동래구 동래시장길 14,0515521651,"가족,부모,아이,커플,친구",사계절,쇼핑,도시,"2층짜리 깔끔한 현대식 건물인 동래시장의 나이는 벌써 250살. 조선시대 부산지역 최대 5일장이었던 동래장터가 현재까지 동래에서 가장 큰 규모를 자랑하는 전통시장으로 이어지고 있다. 시장 내 점포들도 오랜 기간 전통을 유지해 온 집들이 많다. 건물 바깥쪽을 둘러싼 한약재상, 가격을 좀처럼 올리지 않는 식당가, 애교로 흥정이 가능한 패션잡화 등 대부분의 가게가 최소 40 ~ 50년 경력을 자랑한다. 가격 저렴, 상품 고퀄, 소문난 맛집 하면 동래시장!"
자갈치시장,중구,35.096664,129.03055,부산광역시 중구 자갈치해안로 52,07052261483,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,"도심에서 바다를 보면서 갓 잡아온 생선회를 먹을 수 있는 곳이 부산 말고 또 있을까? 수평선이 보이는 남해바다를 반찬 삼아 싱싱한 회 한 점과 노릇노릇 잘 구워진 생선구이, 그리고 얼큰하게 끓어낸 매운탕을 함께 한다면 자갈치시장과 부산 바다가 우리 입 안에 가득할 것이다."
부평깡통시장,중구,35.102184,129.02582,부산광역시 중구 부평1길 48,0512431128,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,"각종 분식과 한식, 서양식 먹거리가 새벽까지 넘쳐나는 곳, 진정한 먹방을 원한다면 골목마다 다양한 음식이 줄지어 우리를 기다리는 부평깡통시장으로 가자!"
구포시장,북구,35.209274,129.00357,부산광역시 북구 구포시장1길 1,0513339033,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,"싱싱한 해산물과 건어물, 셀 수 없을 정도의 다양한 품목이 즐비한 구포시장. 각종 먹거리도 넘쳐난다. 하루 종일 시장 안에서 놀아도 되겠다."
서면시장,부산진구,35.155655,129.05817,부산광역시 부산진구 서면로 56,0518065025,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,2층에는 서면시장청년몰 온나(onna)가 조성되어 젊은 사장님들의 감각적인 가게가 입점해 전통시장에 새로운 활력을 불러일으키고 있다. 지역청년과 시장상인의 상생으로 서면시장이 더욱 빛난다.
부전시장,부산진구,35.162804,129.06134,부산광역시 부산진구 중앙대로783번길 23,0518187009,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,"한국전쟁 이후 피난민들이 모여 일군 삶의 터전, 부전시장. 지금은 부전마켓타운이라는 다소 현대적인 이름을 가졌지만 부산 사람들은 여전히 부전시장이라 부른다."
남항시장,영도구,35.08876,129.04222,부산광역시 영도구 절영로49번길 73-5,0514149500,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,피란민이 일군 전통시장으로 싱싱한 해산물이 특화된 시장이다. 가격 착한 맛집이 종류별로 성업 중이라 시장은 항상 많은 인파로 북적인다.
봉래시장,영도구,35.08876,129.04222,영도구 태종로113번길 39,0514133111,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,일제강점기 시절 형성되어 역사와 전통을 자랑하는 시장이다. 50년 이상 삼진어묵 본점이 자리하고 있어 어묵의 본고장이라 할 수 있다.
해운대시장,해운대구,35.16165,129.1621,부산광역시 해운대구 구남로41번길 22-1,0517463001,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,해운대 해수욕장과 5분 거리에 위치한 해운대시장은 다양한 먹거리와 볼거리로 항상 북적인다.
민락회타운,수영구,35.155643,129.1237,부산광역시 수영구 민락수변로 1,0517573000,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,광안리 바다와 광안대교를 바라보며 들어서 있는 민락회타운. 1층 활어판매시장에서 횟감을 고르면 위층에 즐비한 횟집에서 싱싱한 바다의 맛을 음미할 수 있다.
기장시장,기장군,35.243847,129.21524,부산광역시 기장군 기장읍 읍내로104번길 16,0517213963,"가족,부모,아이,커플,친구,혼자",사계절,쇼핑,도시,알록달록 파라솔 사이로 정이 넘치는 기장 아지매들의 환한 미소가 빛난다. 바다에서 금방 건져 올린 싱싱한 해산물은 물론 토실토실 살 오른 농산물까지 없는 게 없다.
구봉산 치유숲길,동구,35.125202,129.02582,부산광역시 동구 구봉북길 19(부산 동구 산 35-22),0514404814,"가족,부모,아이,친구,혼자",사계절,쇼핑,도시,숲길 가득 빽빽한 편백나무가 하늘을 향해 높이 뻗어 있습니다. 치유숲길에 들어서는 순간 상쾌한 기운이 온 몸을 감싸주니 기분 좋은 에너지가 무한충전 되는 듯 합니다. 울창한 숲 한가운데서 잠시 가던 길을 멈추고 마음껏 피톤치드를 음미해 보세요. 새들이 선물하는 아름다운 선율도 감상하고 나무 그늘 사이로 비치는 온화한 햇살도 듬뿍 받아가세요.
수영강상설카약체험장,수영구,35.169857,129.12282,부산광역시 수영구 수영로741번길 20 103동 앞 수영강,0517435589,"아이,커플,친구,혼자",여름,"자연,체험,이색여행",바다,"해마다 여름이 되면 이번엔 어떤 방법으로 무더위를 피해볼까 이것저것 생각하느라 많이 바쁘셨죠?^^ 꼼짝 않고 실내에서 에어컨만 켜 놓고 있을 순 없고, 그렇다고 경제적으로 많은 경비를 지출할 수도 없어요. 특히나 요즘은 생활 속 거리두기를 항상 염두에 두고 계획을 세워야 하니, 선택의 여지가 별로 없는 것도 사실이에요. 시원한 강바람에 몸을 맡기고 유유자적하는 방법이 하나 있긴 한데… 혹시… 카약 한번 타 보실래요?"
부산아쿠아리움,해운대구,35.15938,129.16101,부산광역시 해운대구 해운대해변로 266,0517401700,"가족,부모,아이,친구",사계절,체험,"도시,기타",커플들의 데이트 장소이자 가족들과 단체 나들이하기 좋은 곳. 바라만 보는 바다는 이제 안녕. 부산아쿠아리움에서 놀라운 바다 속 세상을 경험해보자.
광안리 해양레포츠센터,수영구,35.153183,129.11899,부산광역시 수영구 광안해변로54번길 222,0516220027,"부모,아이,커플,친구","여름,가을",체험,바다,"해양레포츠하면 가장 먼저 떠올리는 것은 아무래도 서핑이겠지만, 파도의 영향을 많이 받기 때문에 초보자가 도전하기에는 두려움이 앞선다. 최근 그 대안으로 떠오른 것이 바로 ‘스탠드 업 패들보드(SUP)’다. 패들보드는 서핑보다 비교적 쉽고 안정적이라 초보자들도 당황하지 않고 즐길 수 있다. 간단한 강습만 받으면 금방 바다에 나갈 수 있다는 장점 덕분에 다양한 연령대의 강습생이 많다는 것도 특징이다."
태권도 체험,남구,35.138103,129.10725,부산광역시 남구 황령대로 492번길 8 대영태권도,0516285286,"가족,부모,아이,커플,친구",사계절,체험,도시,한국을 대표하는 무술은 누가 뭐래도 태권도다. 2000년 시드니 올림픽부터 올림픽 정식종목으로 채택된 이후 전 세계 200여 개국에 태권도 협회가 있을 정도로 세계인이 즐기고 수련하는 무술로 인정받고 있다. 이제는 단순한 무술이 아니라 한국의 대표적인 문화가 된 태권도를 누구나 쉽고 재미있게 체험해볼 수 있다.
한복체험관,중구,35.101254,129.03232,부산광역시 중구 용두산길 37-55,01064858507,"친구,혼자",사계절,"문화,공원,체험",기타,"배시시 한복을 고르고 스타일링 하는 내내 설렌다. 손가락 하트가 만국공통어가 된지는 오래. 하트를 날리는 사람도, 받는 사람도 모두 즐거운 순간이다. 여행 내내 웃음이 끊이지 않는다. 한복 입은 내 모습이 신기하면서도 예뻐 보인다. 한복 입으러 또 아담 가자."
산악자전거 체험,북구,35.22574,129.00351,부산광역시 북구 화명동 1718-10(화명생태공원),0513106011,"가족,부모,아이,커플,친구,혼자",사계절,체험,산,"울퉁불퉁 언덕과 산길을 에너지 넘치게 달리는 산악자전거는 다른 체험에서 느낄 수 없는 ‘살아있음’을 느끼게 해준다. 페달을 밟으며 산을 오를 때는 그 어느 스포츠보다 힘들 수 있지만, 시원한 바람 가르며 내려오는 길은 산악자전거의 스릴을 제대로 만끽하는 시간이 된다."
