"skey	se	lc_se_nm	cmpnm	detail_info	cvntl_knd_nm	image_url	writng_de",,,,
"143	도시철도역 주변우수업체	2호선	리앙	""상 호 (전화번호) : 리앙 (055-366-5553)주 소 : 양산시 물금읍 야리1길-11 (2층)위 치 : 증산역 1번출구에서 7분테이블 수 : 전체 14", 입식 14," 주메뉴 : 리앙짜장면 ""	입식테이블|음식점|이용가능시설|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=661	2018-06-19 9:11",,
"144	도시철도역 주변우수업체	2호선	호포꼬리곰탕	""상 호 (전화번호) : 호포꼬리곰탕 (055-388-1719)주 소 : 양산시 호포로 33위 치 : 호포역 3번출구에서 7분테이블 수 : 전체 11", 입식 11," 주메뉴 : 곰탕""	입식테이블|음식점|이용가능시설|자동문|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=660	2018-06-19 9:08",,
"145	도시철도역 주변우수업체	2호선	제주돈이랑	""상 호 (전화번호) : 제주돈이랑 (055-366-5392)주 소 : 양산시 동면 호포로 17", 1층위 치 : 호포역 3번출구에서 5분테이블 수 : 전체 30, 입식 20," 주메뉴 : 제주흑돼지오겹""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=659	2018-06-19 9:06",
"146	도시철도역 주변우수업체	2호선	송담추어탕	""상 호 (전화번호) : 송담추어탕 (051-362-0806)주 소 : 부산 북구 효열로219번길 48위 치 : 금곡역 6번출구에서 5분테이블 수 : 전체 12", 입식 8," 주메뉴 : 추어탕""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=658	2018-06-19 9:02",,
"147	도시철도역 주변우수업체	2호선	참숯갈비살	""상 호 (전화번호) : 참숯갈비살 (051-365-3339)주 소 : 북구 금곡대로616길 134위 치 : 금곡역 6번출구에서 2분테이블 수 : 전체 12", 입식 4 ," 주메뉴 : 숯불갈비""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=651	2018-06-18 17:14",,
"148	도시철도역 주변우수업체	2호선	황고집 돼지국밥	""상 호 (전화번호) : 황고집 돼지국밥 (051-361-8685)주 소 : 부산 북구 학사로 293위 치 : 율리역 3번출구에서 3분테이블 수 : 전체 18", 입식 10," 주메뉴 : 돼지국밥""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=650	2018-06-18 17:12",,
"149	도시철도역 주변우수업체	2호선	호박촌 숯불구이	""상 호 (전화번호) : 호박촌 숯불구이 (051-362-2020)주 소 : 북구 금곡대로303길 2 (화명시티타워 2층)위 치 : 화명역 5번출구에서 5분테이블 수 : 전체 26", 입식 12," 주메뉴 : 숯불정식""	입식테이블|음식점|이용가능시설|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=649	2018-06-18 17:09",,
"150	도시철도역 주변우수업체	2호선	무쏘	""상 호 (전화번호) : 무쏘 (051-362-7771)주 소 : 북구 화명동 2278-3위 치 : 화명역 5번출구에서 10분테이블 수 : 전체 38", 입식 38," 주메뉴 : 무한리필소고기""	음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=648	2018-06-18 17:07",,
"151	도시철도역 주변우수업체	2호선	불막열삼	""상 호 (전화번호) : 불막열삼 (051-363-9663)주 소 : 북구 학사로17길 9위 치 : 수정역 1번출구에서 6분테이블 수 : 전체 15", 입식 15," 주메뉴 : 불막창""	-	http://www.wheelbusan.or.kr/board/file/download?board_number=647	2018-06-18 17:03",,
"152	도시철도역 주변우수업체	2호선	할매충무김밥	""상 호 (전화번호) : 할매충무김밥 (051-363-7333)주 소 : 북구 화명동 2337 비스타상가위 치 : 수정역 1번출구에서 3분테이블 수 : 전체 6", 입식 6," 주메뉴 : 충무김밥""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=646	2018-06-18 17:00",,
"153	도시철도역 주변우수업체	2호선	전주남문토종순대국	""상 호 (전화번호) : 전주남문토종순대국 (051-333-2902)주 소 : 부산 북구 백양대로 1199-11위 치 : 덕천역 3번출구에서 3분테이블 수 : 전체 16", 입식 16," 주메뉴 : 남문순대국""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=645	2018-06-18 16:58",,
"154	도시철도역 주변우수업체	2호선	덕천고가	""상 호 (전화번호) : 덕천고가 (051-337-3939)주 소 : 북구 백양대로 1182위 치 : 덕천역 2번출구에서 7분테이블 수 : 전체 30", 입식 18," 주메뉴 : 장국""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=644	2018-06-18 16:55",,
"155	도시철도역 주변우수업체	2호선	불란다쭈꾸미	""상 호 (전화번호) : 불란다쭈꾸미 (051-332-4125)주 소 : 북구 만덕대로16길 27위 치 : 덕천역 9번출구에서 5분테이블 수 : 전체 21", 입식 21," 주메뉴 : 쭈꾸미세트""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=643	2018-06-18 16:52",,
"156	도시철도역 주변우수업체	2호선	두툼왕돈까스	""상 호 (전화번호) : 두툼왕돈까스 (051-332-9790)주 소 : 북구 덕천1길 9 중앙빌딩 2층위 치 : 덕천역 9번출구에서 6분테이블 수 : 전체 8", 입식 6," 주메뉴 : 두툼돈까스""	입식테이블|음식점|이용가능시설|자동문|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=642	2018-06-18 16:49",,
"157	도시철도역 주변우수업체	2호선	월홍갈비	""상 호 (전화번호) : 월홍갈비 (051-949-3883)주 소 : 북구 백양대로 1034위 치 : 구남역 4번출구에서 3분테이블 수 : 전체 20", 입식 5," 주메뉴 : 월홍갈비""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=641	2018-06-18 16:47",,
"158	도시철도역 주변우수업체	2호선	삼겹파티	""상 호 (전화번호) : 삼겹파티 (051-341-8636)주 소 : 북구 구포동 916위 치 : 구남역 3번출구에서 5분테이블 수 : 전체 25", 입식 25," 주메뉴 : 삼겹파티모듬 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=640	2018-06-18 16:44",,
"159	도시철도역 주변우수업체	2호선	통뼈감자탕	""상 호 (전화번호) : 통뼈감자탕 (051-303-2017)주 소 : 사상구 사상로 511위 치 : 모라역 3번출구에서 1분테이블 수 : 전체 26", 입식 17," 주메뉴 : 통뼈감자탕""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=639	2018-06-18 16:42",,
"160	도시철도역 주변우수업체	2호선	오리명가	""상 호 (전화번호) : 오리명가 (051-327-8255)주 소 : 부산 사상구 백양대로 887-26위 치 : 모라역 2번출구에서 10분테이블 수 : 전체 29", 입식 6," 주메뉴 : 유황생오리""	입식테이블|음식점|경사로|이용가능시설|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=638	2018-06-18 16:38",,
"161	도시철도역 주변우수업체	2호선	24시전주명가콩나물국밥	""상 호 (전화번호) : 24시전주명가콩나물국밥 (051-303-3665)주 소 : 사상구 사상로 332위 치 : 덕포역 4번출구에서 1분테이블 수 : 전체 22", 입식 14," 주메뉴 : 콩나물국밥""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=637	2018-06-18 16:35",,
"162	도시철도역 주변우수업체	2호선	대박집	""상 호 (전화번호) : 대박집 (051-301-9294)주 소 : 부산 사상구 사상로 331위 치 : 덕포역 3번출구에서 1분테이블 수 : 전체 100", 입식 50," 주메뉴 : 대박삼겹살""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=636	2018-06-18 16:32",,
"163	도시철도역 주변우수업체	2호선	해운대신대구탕	""상 호 (전화번호) : 해운대신대구탕 (051-323-1113)주 소 : 사상구 괘법동 560-25위 치 : 사상역 1번출구에서 5분테이블 수 : 전체 27", 입식 17," 주메뉴 : 대구탕""	입식테이블|음식점|이용가능시설|자동문|장애인전용 주차구역	http://www.wheelbusan.or.kr/board/file/download?board_number=635	2018-06-18 16:30",,
"164	도시철도역 주변우수업체	2호선	해돋이 아구동태찜·탕	""상 호 (전화번호) 해돋이 아구동태찜·탕 (322-4909)주 소 사상구 광장로 93위 치 2번출구에서 2분테이블 수 / 주메뉴 전체 12", 입식 12 / 대구탕 10,"000""	자동문|이용가능시설|경사로|음식점|입식테이블	http://www.wheelbusan.or.kr/board/file/download?board_number=634	2018-06-18 16:27",,
"165	도시철도역 주변우수업체	2호선	최뼈다구 해장국	""상 호 (전화번호) : 최뼈다구 해장국 (051-322-7577)주 소 : 사상구 광장로 95-1위 치 : 사상역 2번출구에서 3분테이블 수 : 전체 22", 입식 13," 주메뉴 : 해장국""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=633	2018-06-18 16:24",,
"166	도시철도역 주변우수업체	2호선	오늘김해뒷고기	""상 호 (전화번호) : 오늘김해뒷고기 (010-9000-7763)주 소 : 사상구 사상로 212길 21위 치 : 사상역 6번출구에서 6분테이블 수 : 전체 15", 입식 15," 주메뉴 : 뒷고기""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=632	2018-06-18 16:22",,
"167	도시철도역 주변우수업체	2호선	항도오복맛집	""상 호 (전화번호) : 항도오복맛집 (051-316-0760)주 소 : 사상구 학감대로 238-22 (사상구청 정문앞 1층)위 치 : 감전역 1번출구에서 8분테이블 수 : 전체 14", 입식 14," 주메뉴 : 도다리미역국 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=631	2018-06-18 16:19",,
"168	도시철도역 주변우수업체	2호선	삼창식당	""상 호 (전화번호) : 삼창식당 (051-317-3394)주 소  : 사상구 학감대로232 사상와이드빌 1층(사상구청 근처)위 치 : 감전역 1번출구에서 8분테이블 수 : 전체 42", 입식 24,"주메뉴 : 정식""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=630	2018-06-18 16:16",,
"169	도시철도역 주변우수업체	2호선	김밥일번지	""상 호 (전화번호) : 김밥일번지 (051-312-7110)주 소 : 사상구 가야대로306길 14 (동주시장마트 옆)위 치 : 주례역 5번출구에서 7분테이블 수 : 전체 7", 입식 7," 주메뉴 : 김밥""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=629	2018-06-18 16:13",,
"170	도시철도역 주변우수업체	2호선	목촌한우	""상 호 (전화번호) : 목촌한우 (051-317-6699)주 소 : 사상구 가야대로 305 (육교 옆)위 치 : 주례역 6번출구에서 5분 (육교방면)테이블 수 : 전체 27", 입식 8," 주메뉴 : 한우국밥""	입식테이블|음식점|경사로|이용가능시설|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=628	2018-06-18 16:11",,
"171	도시철도역 주변우수업체	2호선	콩다리	""상 호 (전화번호) 콩다리 (323-8635)주 소 사상구 가야대로 334 (기아자동차 옆)위 치 3번출구에서 4분테이블 수 / 주메뉴 전체 30", 입식 6 / 콩나물국밥 3,"800""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=627	2018-06-18 16:08",,
"172	도시철도역 주변우수업체	2호선	산애들	""상 호 (전화번호) : 산애들 (051-891-5900)주 소 : 부산진구 가야대로 451 (개금메디컬빌딩 2층)위 치 : 개금역 4번출구에서 3분테이블 수 : 전체 28", 입식 16," 주메뉴 : 목심샤브샤브  편의점 옆 B통로로 들어가서 엘리베이터를 타고 2층으로 진입""	입식테이블|음식점|이용가능시설|자동문|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=626	2018-06-18 16:05",,
"173	도시철도역 주변우수업체	2호선	오복미역	""상호(전화번호) : 오복미역(051-898-9791 주소  : 부산진구 가야대로 451", 108호 (개금메디컬빌딩 위치 : 개금역 4번출구에서 3분 테이블 수 : 전체 18, 입식 14," 주메뉴 : 가자미미역국""	입식테이블|음식점|이용가능시설|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=625	2018-06-18 16:03",
"174	도시철도역 주변우수업체	2호선	춘하추동부산밀면	""상 호 (전화번호) : 춘하추동부산밀면(051-818-7636)주 소 : 부산진구 가야대로703번길 9위 치 : 부암역 6번출구 5분테이블 수 : 전체 12", 입식 6," 주메뉴 : 밀면""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=624	2018-06-18 15:47",,
"175	도시철도역 주변우수업체	2호선	루이하우스	""상 호 (전화번호) : 루이하우스 (051-636-4920)주 소 : 남구 문현금융로 40 (BIFC몰 301호)위 치 : 국제금융센터역 3번출구에서 3분테이블 수 : 전체 20", 입식 20," 주메뉴 : 떡갈비스테이크 ""	입식테이블|음식점|이용가능시설|장애인전용 주차구역|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=623	2018-06-18 15:45",,
"176	도시철도역 주변우수업체	2호선	개정	""상 호 (전화번호) : 개정 (051-633-8787)주 소 : 남구 문현금융로 40 (BIFC몰 3층)위 치 : 국제금융센터역 3번출구에서 3분테이블 수 : 전체 20", 입식 20," 주메뉴 : 돌솥비빔밥 ""	입식테이블|음식점|이용가능시설|자동문|장애인전용 주차구역|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=622	2018-06-18 15:42",,
"177	도시철도역 주변우수업체	2호선	더도이 종가집 돼지국밥	""상 호 (전화번호) : 더도이 종가집 돼지국밥 (051-633-7600)주 소 : 남구 전포대로 11위 치 : 문현역 1번출구에서 2분테이블 수 : 전체 33", 입식 20," 주메뉴 : 돼지국밥 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=621	2018-06-18 15:39",,
"178	도시철도역 주변우수업체	2호선	연일곱창	""상 호 (전화번호) : 연일곱창 (051-645-2266)주 소 : 부산 남구 지게골로 5 (곱창골목 內)위 치 : 지게골역 1번출구에서 9분테이블 수 : 전체 15", 입식 12," 주메뉴 : 곱창구이 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=620	2018-06-18 15:30",,
"179	도시철도역 주변우수업체	2호선	마당쇠빨간쭈꾸미	""상 호 (전화번호) : 마당쇠빨간쭈꾸미 (051-633-0789)주 소 : 남구 수영로 72 (문현동)위 치 : 지게골역 1번출구에서 1분테이블 수 : 전체 21", 입식 15," 주메뉴 : 쭈꾸미set ""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=619	2018-06-18 15:27",,
"180	도시철도역 주변우수업체	2호선	명가숯불장어구이	""상 호 (전화번호) : 명가숯불장어구이 (051-627-4920)주 소 : 남구 대연동 1762-3번지 (웰리스병원 옆)위 치 : 못골역 4번출구에서 5분거리테이블 수 : 전체 18", 입식 8," 주메뉴 : 장어탕 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=618	2018-06-18 15:24",,
"181	도시철도역 주변우수업체	2호선	복장군돼지국밥	""상 호 (전화번호) : 복장군돼지국밥 (051-623-9921)주 소 : 남구 천제등로 11 동성하이타운상가 1층위 치 : 못골역 3번출구에서 5분테이블 수 : 전체 16", 입식 5," 주메뉴 : 따로 돼지국밥""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=617	2018-06-18 15:07",,
"182	도시철도역 주변우수업체	2호선	고기극장	""상 호 (전화번호) 고기극장 (628-7001)주 소 남구 대연1동 888-8 (호텔코리아)위 치 3번출구에서 5분테이블 수 / 주메뉴 전체 49", 입식 19 / 연인SET 20,"000""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=616	2018-06-18 15:04",,
"183	도시철도역 주변우수업체	2호선	와사비 꼬막정식 전문점	""상 호 (전화번호) : 와사비 꼬막정식 전문점 (051-612-7972)주 소 : 남구 유엔평화로3번길 8위 치 : 대연역 3번출구에서 1분테이블 수 : 전체 16", 입식 13," 주메뉴 : 꼬막정식 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=615	2018-06-18 15:02",,
"184	도시철도역 주변우수업체	2호선	자연별곡	""상 호 (전화번호) : 자연별곡 (051-628-0540)주 소 : 남구 수영로 305 (스파크빌딩 4층)위 치 : 경성대역 2번출구에서 7분테이블 수 : 전체 60", 입식 60," 주메뉴 : 한식뷔페""	입식테이블|음식점|이용가능시설|자동문|장애인전용 주차구역|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=614	2018-06-18 14:59",,
"185	도시철도역 주변우수업체	2호선	진주비빔밥	""상 호 (전화번호) : 진주비빔밥 (051-610-0220)주 소 : 남구 수영로 312 (센츄리빌딩 지하 식당가)위 치 : 경성대역 역내지하통로 로 진입테이블 수 : 전체 10", 입식 5," 주메뉴 : 진주비빔밥""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=613	2018-06-18 14:57",,
"186	도시철도역 주변우수업체	2호선	부자네맷돌순두부	""상 호 (전화번호) : 부자네맷돌순두부 (051-622-6031)주 소 : 부산 남구 수영로346번길 11", 해모르빌딩 2층위 치 : 경성대역 3번출구에서 7분테이블 수 : 전체 17, 입식 13," 주메뉴 : 순두부""	입식테이블|음식점|이용가능시설|자동문|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=612	2018-06-18 14:26",
"187	도시철도역 주변우수업체	2호선	계절밥상	""상 호 (전화번호) : 계절밥상 (051-626-2013)주 소 : 남구 대연동 54-5 리마크빌 2층위 치 : 경성대역 3번출구에서 2분테이블 수 : 전체 75", 입식 55,"주메뉴 : 평일런""	입식테이블|음식점|이용가능시설|자동문|장애인전용 주차구역|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=611	2018-06-18 14:21",,
"188	도시철도역 주변우수업체	2호선	헬로쭈꾸미&보쌈	""상 호 (전화번호) : 헬로쭈꾸미&보쌈 (051-622-0118)주 소 : 수영구 남천동 317-2위 치 : 남천역 3번출구에서 5분테이블 수 : 전체 32", 입식 10," 주메뉴 : 쭈꾸미정식 ""	입식테이블|음식점|이용가능시설|장애인전용 주차구역	http://www.wheelbusan.or.kr/board/file/download?board_number=610	2018-06-18 14:17",,
"189	도시철도역 주변우수업체	2호선	다리집	""상 호 (전화번호) : 다리집 (051-625-0130)주 소 : 수영구 수영로464번길 7위 치 : 금련산역 3번출구에서 5분테이블 수 : 전체 28", 입식 28," 주메뉴 : 분식류""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=609	2018-06-18 14:12",,
"190	도시철도역 주변우수업체	2호선	광안돼지국밥	""상 호 (전화번호) : 광안돼지국밥 (051-757-9255)주 소 : 수영구 수영로594길 19 흑석하이츠 1층위 치 : 관안역 1번출구에서 1분테이블 수 : 전체 11", 입식 11," 주메뉴 : 돼지국밥 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=608	2018-06-18 12:02",,
"191	도시철도역 주변우수업체	2호선	무무돈까스	""상 호 (전화번호) : 무무돈까스 (051-754-5553)주 소 : 수영구 광안로7길 8위 치 : 광안역 5번출구에서 3분테이블 수 : 전체 10", 입식 10," 주메뉴 : 돈까스 ""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=607	2018-06-18 11:54",,
"192	도시철도역 주변우수업체	2호선	팔도명가국밥	""상 호 (전화번호) : 팔도명가국밥 (051-758-3999)주 소 : 수영구 수영동 312-1위 치 : 수영역 2번출구에서 3분테이블 수 : 전체 16", 입식 16," 주메뉴 : 돼지국밥 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=606	2018-06-18 11:50",,
"193	도시철도역 주변우수업체	2호선	24시전주콩나물국밥	""상 호 (전화번호) : 24시전주콩나물국밥 (051-752-6362)주 소 : 수영구 연수로 407-1위 치 : 수영역 2번출구에서 1분테이블 수 : 전체 20", 입식 14," 주메뉴 : 콩나물국밥 ""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=605	2018-06-18 11:48",,
"194	도시철도역 주변우수업체	2호선	외가집	""상 호 (전화번호) : 외가집 (051-759-9294)주 소 : 수영구 수영로 726위 치 : 민락역 1번출구에서 6분테이블 수 : 전체 50", 입식 21," 주메뉴 : 갈비탕""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=604	2018-06-18 11:45",,
"195	도시철도역 주변우수업체	2호선	와와돈까스	""상 호 (전화번호) : 와와돈까스 (051-752-7574)주 소 : 수영구 수영로 754 (센텀비스타 동원1차상가 102호)위 치 : 민락역 1번출구에서 3분테이블 수 : 전체 5", 입식 5," 주메뉴 : 등심돈까스""	입식테이블|음식점|이용가능시설|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=603	2018-06-18 11:42",,
"196	도시철도역 주변우수업체	2호선	수제왕돈까스	""상 호 (전화번호) : 수제왕돈까스 (051-741-3660)주 소 : 해운대구 우동 1506번지 (센텀스퀘어상가 109호)위 치 : 센텀시티역 3번출구에서 3분테이블 수 : 전체 20", 입식 20," 주메뉴 : 돈까스""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=602	2018-06-18 11:39",,
"197	도시철도역 주변우수업체	2호선	일광수산횟집	""상 호 (전화번호) : 일광수산횟집 (051-743-0004)주 소 : 해운대구 해운대로570번길 12위 치 : 해운대역 5번출구에서 15분테이블 수 : 전체 12", 입식 9, 주메뉴 : 은복," 밀복""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=601	2018-06-18 11:37",
"198	도시철도역 주변우수업체	2호선	고등어사랑	""상 호 (전화번호) : 고등어사랑 (051-746-9092)주 소 : 해운대구 해운대로594번길 5(우동)위 치 : 해운대역 7번출구에서 7분테이블 수 : 전체 12", 입식 12," 주메뉴 : 고등어구이""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=600	2018-06-18 11:34",,
"199	도시철도역 주변우수업체	2호선	해운사계	""상 호 (전화번호) : 해운사계 (051-731-0041)주 소 : 해운대구 구남로8번길 71위 치 : 해운대역 7번출구에서 10분테이블 수 : 전체 14", 입식 14," 주메뉴 : 보쌈정식""	입식테이블|음식점|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=599	2018-06-18 11:31",,
"200	도시철도역 주변우수업체	2호선	오발탄	""상 호 (전화번호) : 오발탄 (051-746-6080)주 소 : 해운대구 해운대로570길 10 (그랜드호텔 뒤)위 치 : 해운대역 7번출구에서 10분테이블 수 : 전체 21", 입식 11," 주메뉴 : 한우차돌박이""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=598	2018-06-18 11:29",,
"201	도시철도역 주변우수업체	2호선	더도이종가집돼지국밥	""상 호 (전화번호) : 더도이종가집돼지국밥 (051-746-9882)주 소 : 해운대구 좌동순환로 8번길 16 위 치 : 중동역 6번출구에서 1분테이블 수 : 전체 20", 입식 10," 주메뉴 : 돼지국밥 * 주차장 옆으로 돌아서 경사로로 출입""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=489	2018-06-15 14:10",,
"202	도시철도역 주변우수업체	2호선	신창국밥	""상 호 (전화번호) : 신창국밥 (051-702-4779)주 소 : 해운대구 세실로27번길 21위 치 : 장산역 5번출구 에서 5분테이블 수 : 전체 12", 입식 9," 주메뉴 : 돼지국밥""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=488	2018-06-15 14:09",,
"203	도시철도역 주변우수업체	2호선	수제 왕 돈까스	""상 호 (전화번호) : 수제 왕 돈까스 (051-704-8820)주 소 : 부산 해운대구 해운대로 814 세종월드프라자 B동 161호위 치 : 장산역 5번출구에서 3분테이블 수 : 전체 6", 입식 3," 주메뉴 : 돈까스 ""	입식테이블|음식점|이용가능시설|자동문|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=486	2018-06-15 14:04",,
"204	도시철도역 주변우수업체	1호선	조방낙지 장림직영점	상 호 (전화번호) : 조방낙지 장림직영점 (051-262-1222) 주 소 : 사하구 다대로 317 위 치 : 신장림역 2번출구에서 2분 주메뉴 : 낙지볶음 	입식테이블|음식점|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=973	2019-01-03 10:19",,,,
"205	도시철도역 주변우수업체	1호선	LA돈까스	""상 호 (전화번호) : LA돈까스 (051-464-5703)주 소 : 중구 40계단길 7 위 치 : 중앙역 11번출구에서 2분 테이블 수 : 전체 6", 입식 6," 주메뉴 : 돈까스 ""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=970	2019-01-02 13:08",,
"206	도시철도역 주변우수업체	1호선	서브웨이(Subway)	""상 호 (전화번호) : 서브웨이 (051-442-4142) 주 소 : 동구 중앙대로 365  (부산일보건물 1층 위 치 : 부산진역 5번출구에서 2분 테이블 수 : 전체 7", 입식 7," 주메뉴 : 햄버그""	입식테이블|음식점|이용가능시설|장애인전용 주차구역|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=968	2019-01-02 11:07",,
"207	도시철도역 주변우수업체	1호선	홍보석	""상 호 (전화번호) : 홍보석 (051-667-0892) 주 소 : 동구 범일로 125 (범일동) 현대백화점9층 위 치 : 범일역7번출구에서 2분 테이블 수 : 전체 24", 입식 24," 주메뉴 : 짬뽕 ""	입식테이블|음식점|이용가능시설|자동문|장애인전용 주차구역|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=967	2019-01-02 9:41",,
"208	도시철도역 주변우수업체	1호선	기운센 갈비탕	""상 호 (전화번호) : 기운센 갈비탕 (051-514-4222)주 소 : 금정구 중앙대로1945번길 11위 치 : 두실역7번출구에서 3분테이블 수 : 전체 12", 입식 12," 주메뉴 : 갈비탕""	자동문|이용가능시설|음식점|입식테이블	http://www.wheelbusan.or.kr/board/file/download?board_number=966	2018-12-31 16:23",,
"209	도시철도역 주변우수업체	1호선	천돈 헤라클레스	""상호(전화번호) : 천돈 헤라클레스 (051-715-9282) 주소 : 금정구 청룡로 7 위치 : 범어사역7번 출구에서 3분 테이블 수 : 전체40", 입식40," 주메뉴 : 돼지갈비""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=965	2018-12-31 16:10",,
"210	도시철도역 주변우수업체	1호선	가야밀면	""상 호 (전화번호) : 가야밀면 (051-912-6806) 주 소 : 부산진구 동평로 405길 128 위 치 : 시청역3번출구에서 6분 테이블 수 : 전체 18", 입식 18," 주메뉴 : 물밀면""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=964	2018-12-31 15:01",,
"211	도시철도역 주변우수업체	1호선	신라해장국	""상 호 (전화번호) : 신라해장국 (051-441-3813) 주 소 : 중구 해관로 55?? 위 치 : 중앙역 11번출구에서 2분 테이블 수 : 전체 18", 입식 18," 주메뉴 : 해장국 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=962	2018-12-31 13:57",,
