SKEY,SE,LC_SE_NM,CMPNM,DETAIL_INFO,CVNTL_KND_NM,IMAGE_URL,WRITNG_DE
344,관광지 음식점,기타관광지,엔젤리너스 부산태종대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,경사로,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
345,관광지 음식점,기타관광지,수영도기 차돌구이,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,경사로,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
346,관광지 음식점,기타관광지,바보형제 쭈꾸미,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
347,관광지 음식점,기타관광지,석류나무집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
348,관광지 음식점,기타관광지,던킨도너츠 부산동래점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,경사로,이용가능시설,자동문,장애인전용주차구역,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
349,관광지 음식점,기타관광지,이디야커피 부산안락교차로점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
350,관광지 음식점,기타관광지,도미노피자 충렬사역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
351,관광지 음식점,기타관광지,TV맛집방송에출연안할집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
352,관광지 음식점,기타관광지,Tops Beans 커피,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,입식테이블,장애인화장실,장애인전용주차구역,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
353,관광지 음식점,기타관광지,까페테리아,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
354,관광지 음식점,기타관광지,청춘휴게소,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,이용가능시설,음식점,입식테이블,장애인화장실,엘리베이터,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/400a02?init,
355,관광지 음식점,기타관광지,던킨도너츠 부산부전역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인전용주차구역,엘리베이터,장애인화장실,입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
356,관광지 음식점,기타관광지,강냉이,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
357,관광지 음식점,기타관광지,김밥천국 동래점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
358,관광지 음식점,기타관광지,돈담돼지국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
359,관광지 음식점,기타관광지,"구,조방낙지",출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
360,관광지 음식점,기타관광지,한국교자 신세계백화점 센텀시티점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인화장실,엘리베이터,장애인전용주차구역,자동문,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
361,관광지 음식점,기타관광지,띵크커피 부산센텀점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"자동문,장애인전용주차구역,장애인화장실,입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
362,관광지 음식점,기타관광지,뤼미에르카페,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인화장실,장애인전용주차구역,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
363,관광지 음식점,기타관광지,개미집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,장애인화장실,이용가능시설,음식점",http://www.wheelbusan.or.kr/board/list/400a02?init,
364,관광지 음식점,기타관광지,더파티 벡스코점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인화장실,장애인전용주차구역,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
365,관광지 음식점,기타관광지,스타벅스 벡스코점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,장애인화장실,장애인전용주차구역,이용가능시설,음식점",http://www.wheelbusan.or.kr/board/list/400a02?init,
366,관광지 음식점,기타관광지,프렌치,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인화장실,장애인전용주차구역,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
367,관광지 음식점,기타관광지,착한밥집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인화장실,음식점,이용가능시설,장애인전용주차구역",http://www.wheelbusan.or.kr/board/list/400a02?init,
368,관광지 음식점,영도대교/남포동/광복동,안경화개미집 원조직영점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
369,관광지 음식점,영도대교/남포동/광복동,메가커피 남포2호점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
370,관광지 음식점,영도대교/남포동/광복동,가마치통닭 남포점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,경사로,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
371,관광지 음식점,영도대교/남포동/광복동,화승낙지볶음,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
372,관광지 음식점,영도대교/남포동/광복동,남포집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
373,관광지 음식점,용두산공원/영화체험박물관,신라해장국,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
374,관광지 음식점,용두산공원/영화체험박물관,신정,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
375,관광지 음식점,용두산공원/영화체험박물관,상짱,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
376,관광지 음식점,용두산공원/영화체험박물관,국제상인,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
377,관광지 음식점,용두산공원/영화체험박물관,LA돈까스,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
378,관광지 음식점,성지곡유원지,카페베네 초읍어린이대공원점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
379,관광지 음식점,성지곡유원지,맥도날드 초읍DT점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
380,관광지 음식점,성지곡유원지,초량집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
381,관광지 음식점,용두산공원/영화체험박물관,이디야커피 동광동점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
382,관광지 음식점,UN기념공원,도미노피자 대연역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,입식테이블,음식점,경사로",http://www.wheelbusan.or.kr/board/list/400a02?init,
383,관광지 음식점,UN기념공원,덕산명가참소국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
384,관광지 음식점,기타관광지,해양푸드코트,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
385,관광지 음식점,UN기념공원,꿈꾸는황소,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
386,관광지 음식점,UN기념공원,정경애코다리,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
387,관광지 음식점,UN기념공원,비단비,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
388,관광지 음식점,UN기념공원,맛있는소리,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
389,관광지 음식점,UN기념공원,오륙도낙지볶음,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
390,관광지 음식점,UN기념공원,스타벅스 부산대연역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
391,관광지 음식점,광안리,박가네언양불고기,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
392,관광지 음식점,광안리,롯데리아 부산민락점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
393,관광지 음식점,광안리,밀레니엄횟집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,자동문,엘리베이터,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
394,관광지 음식점,광안리,속시원한대구탕,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
395,관광지 음식점,광안리,유정장어구이,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
396,관광지 음식점,광안리,카페젤라떼리아,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
397,관광지 음식점,송도,모아횟집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
398,관광지 음식점,송도,맘스터치 부산송도점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
399,관광지 음식점,송도,천하포면,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,입식테이블,음식점",http://www.wheelbusan.or.kr/board/list/400a02?init,
400,관광지 음식점,송도,카페화담,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
401,관광지 음식점,다대포/아미산전망대,우정식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
402,관광지 음식점,다대포/아미산전망대,아낙촌 다대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
403,관광지 음식점,다대포/아미산전망대,원조옛날통닭 다대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
404,관광지 음식점,송도,투썸플레이스 송도해수욕장점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
405,관광지 음식점,광안리,CLAM,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
406,관광지 음식점,송도,송도제일밀면,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
407,관광지 음식점,광안리,밀양돼지국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
408,관광지 음식점,다대포/아미산전망대,롯데리아 부산다대포점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
409,관광지 음식점,송도,남촌설렁탕,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
410,관광지 음식점,송도,깔딱요기 송도점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
411,관광지 음식점,다대포/아미산전망대,뱅가,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
412,관광지 음식점,송도,부산고등어빵,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
413,관광지 음식점,송도,롯데리아 부산송도점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
414,관광지 음식점,해운대,7부산곱창집돼지국밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
415,관광지 음식점,해운대,유명한산곰장어,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
416,관광지 음식점,해운대,Fingers&Chat,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문,장애인전용주차구역,장애인화장실",http://www.wheelbusan.or.kr/board/list/400a02?init,
417,관광지 음식점,해운대,거대갈비(본관),출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"경사로,이용가능시설,입식테이블,음식점",http://www.wheelbusan.or.kr/board/list/400a02?init,
418,관광지 음식점,해운대,거대숯불구이,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
419,관광지 음식점,해운대,로데오길커피,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
420,관광지 음식점,해운대,용밀면,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
421,관광지 음식점,해운대,미성왕만두국밥 마린시티점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
422,관광지 음식점,해운대,우쿠야 부산마린시티점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,장애인전용주차구역,엘리베이터,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
423,관광지 음식점,광안리,카페파스쿠찌,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
424,관광지 음식점,광안리,스타벅스 광안리점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
425,관광지 음식점,해운대,안경희낙지볶음 개미집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
426,관광지 음식점,해운대,원산생고기집,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,경사로,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/400a02?init,
427,관광지 음식점,해운대,the명품해물탕조개구이,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
428,관광지 음식점,해운대,3학년6반,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
429,관광지 음식점,해운대,해락,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
430,도시철도 음식점,3호선,MAMA CHU,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인전용주차구역,엘리베이터,장애인화장실,이용가능시설,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
431,도시철도 음식점,김해 경전철,사계절보리밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
432,도시철도 음식점,동해선,가정식백반 소담,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,경사로,이용가능시설,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
433,도시철도 음식점,김해 경전철,문카츠야,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
434,도시철도 음식점,김해 경전철,이가네찌개만찬,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
435,도시철도 음식점,2호선,해운대요리궁,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
436,관광지 음식점,해운대,인기명 부산해운대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,장애인화장실",http://www.wheelbusan.or.kr/board/list/400a02?init,
437,도시철도 음식점,4호선,삼순이삼겹살숯불구이,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
438,관광지 음식점,기타관광지,봉추찜닭,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
439,관광지 음식점,성지곡유원지,봄 그리고,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/400a02?init,
440,관광지 음식점,영도대교/남포동/광복동,마산아구찜,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/400a02?init,
441,도시철도 음식점,1호선,아낙촌 다대점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
442,도시철도 음식점,1호선,천하왕소금구이 하단점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
443,도시철도 음식점,1호선,충무김밥여행,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
444,도시철도 음식점,1호선,153구포국수 부산진역점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
445,도시철도 음식점,1호선,채선당행복가마솥밥,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
446,도시철도 음식점,1호선,소당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"이용가능시설,자동문,입식테이블,음식점,장애인전용주차구역,장애인화장실",http://www.wheelbusan.or.kr/board/list/200a01?init,
447,도시철도 음식점,1호선,고관함박,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
448,도시철도 음식점,1호선,범짜장(본점),출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
449,도시철도 음식점,1호선,오복미역 구서점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설,자동문",http://www.wheelbusan.or.kr/board/list/200a01?init,
450,도시철도 음식점,1호선,터미널식당,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"장애인화장실,이용가능시설,장애인전용주차구역,엘리베이터,음식점,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
451,도시철도 음식점,2호선,우쿠야 부산마린시티점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"음식점,이용가능시설,장애인전용주차구역,엘리베이터,입식테이블",http://www.wheelbusan.or.kr/board/list/200a01?init,
452,도시철도 음식점,2호선,백수통닭 대연점,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,경사로,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
453,도시철도 음식점,2호선,훈춘양꼬치,출처: (사)부산장애인여가활동지원협회(T:051-783-8308) 홈페이지:www.wheelbusan.or.kr,"입식테이블,음식점,이용가능시설",http://www.wheelbusan.or.kr/board/list/200a01?init,
